Symbol,Ex_Date,Pre_Drop_Price,Dividend_Amount,Yield_Percent,Volume_On_ExDate,Price_Drop_Percent,Log_Price,Volatility_20d,Return_5d_Before,Volume_Ratio,Day_of_Week,Month,TARGET_Recovery_Days
JKTYRE,2022-08-18,134.54,1.5,1.11,1115219.0,0.398,4.9019,0.028825,10.917,0.8042,3,8,3
JKTYRE,2023-07-27,245.48,2.0,0.81,873375.0,0.5197,5.5032,0.039044,1.6939,0.2699,3,7,1
JKTYRE,2024-02-16,489.88,1.0,0.2,447855.0,-3.3119,6.1942,0.031447,0.6756,0.2891,4,2,0
JKTYRE,2024-07-26,430.88,3.5,0.81,1516418.0,-2.1969,6.0658,0.031782,-0.8261,0.4927,4,7,0
JKTYRE,2025-07-31,338.65,3.0,0.89,282373.0,1.063,5.825,0.013824,-3.3522,0.5625,3,7,21
JMFINANCIL,2016-05-23,37.8,0.85,2.25,368317.0,-1.2444,3.6323,0.012779,0.8959,0.5034,0,5,0
JMFINANCIL,2017-02-02,64.01,0.65,1.02,1868220.0,-1.5499,4.159,0.027277,3.6704,2.4672,3,2,0
JMFINANCIL,2017-05-11,103.09,0.85,0.82,941555.0,0.295,4.6356,0.020109,-0.1671,0.3374,3,5,11
JMFINANCIL,2018-01-31,140.8,0.7,0.5,2537488.0,-1.1156,4.9473,0.022129,0.2165,2.0431,2,1,0
JMFINANCIL,2018-05-10,120.86,1.1,0.91,506776.0,0.2547,4.7946,0.028165,1.6514,0.5377,3,5,250
JMFINANCIL,2019-01-31,67.91,0.5,0.74,477059.0,-0.8475,4.2181,0.018575,-7.3229,1.2099,3,1,0
JMFINANCIL,2019-05-10,72.64,0.5,0.69,594281.0,1.0423,4.2856,0.013138,-3.9789,0.8136,4,5,2
JMFINANCIL,2020-05-15,57.23,0.2,0.35,637609.0,1.4832,4.0471,0.061882,0.4691,0.3882,4,5,10
JMFINANCIL,2021-05-28,78.19,0.5,0.64,6675972.0,-1.0919,4.3591,0.020524,3.7344,4.2399,4,5,0
JMFINANCIL,2022-02-17,62.32,0.5,0.8,339632.0,0.5084,4.1323,0.017447,-3.1425,0.4905,3,2,6
JMFINANCIL,2022-07-07,55.67,1.15,2.07,233948.0,-2.6512,4.0195,0.017097,0.9024,0.8262,3,7,0
JMFINANCIL,2022-11-24,65.63,0.9,1.37,684754.0,-1.21,4.1841,0.029411,0.779,0.4728,3,11,0
JMFINANCIL,2023-05-19,61.71,0.9,1.46,6077222.0,-4.4513,4.1224,0.015267,0.0758,1.6488,4,5,0
JMFINANCIL,2024-06-07,74.16,2.0,2.7,3558916.0,-4.6527,4.3063,0.023751,-0.3817,0.9981,4,6,0
JMFINANCIL,2025-06-13,142.42,2.7,1.9,5025736.0,0.2851,4.9588,0.033836,2.7706,0.6931,4,6,7
JMFINANCIL,2025-11-14,152.6,1.5,0.98,3558536.0,1.2647,5.0278,0.023475,-2.9902,0.846,4,11,11
JSWENERGY,2016-07-11,75.72,2.0,2.64,3448063.0,-0.4899,4.327,0.021974,0.5409,0.8052,0,7,0
JSWENERGY,2017-06-30,60.09,0.5,0.83,6615640.0,0.3888,4.0958,0.01529,-0.1541,1.4955,4,6,1
JSWENERGY,2019-08-02,62.89,1.0,1.59,480332.0,-1.3575,4.1414,0.013372,-0.7375,0.9091,4,8,0
JSWENERGY,2020-08-04,43.26,1.0,2.31,588923.0,-3.2511,3.7672,0.021687,1.1086,0.6647,1,8,0
JSWENERGY,2021-07-27,233.79,2.0,0.86,7374498.0,-5.6683,5.4544,0.037095,22.6718,1.2697,1,7,0
JSWENERGY,2022-05-30,277.17,2.0,0.72,375857.0,-1.0839,5.6246,0.047573,-8.6984,0.362,0,5,0
JSWENERGY,2023-06-02,249.64,2.0,0.8,1257856.0,0.2187,5.52,0.0168,-0.9574,0.9657,4,6,2
JSWENERGY,2024-05-31,604.61,2.0,0.33,47181863.0,-0.9885,6.4046,0.031914,1.3902,8.7046,4,5,0
JSWENERGY,2025-06-06,506.1,2.0,0.4,5565991.0,-3.3096,6.2267,0.019074,4.1295,1.7014,4,6,0
JSWINFRA,2024-07-19,334.69,0.55,0.16,4955289.0,5.9157,5.8132,0.024657,-2.1401,1.0858,4,7,3
JSWINFRA,2025-07-01,312.3,0.8,0.26,1372459.0,-0.4803,5.744,0.020189,1.6723,0.4721,1,7,0
JSWSTEEL,2016-07-04,131.4,0.75,0.57,3835820.0,-1.2227,4.8783,0.010312,5.5772,0.6448,0,7,0
JSWSTEEL,2017-06-12,182.33,2.25,1.23,2791407.0,0.4756,5.2058,0.023253,6.0367,0.3531,0,6,6
JSWSTEEL,2018-07-06,283.38,3.2,1.13,5087790.0,-0.4231,5.6468,0.015164,-5.003,1.406,4,7,0
JSWSTEEL,2019-07-08,245.93,4.1,1.67,3816891.0,0.1143,5.5051,0.022118,-3.3001,0.689,0,7,3
JSWSTEEL,2020-07-06,178.86,2.0,1.12,10803795.0,-2.5404,5.1866,0.019893,0.1311,0.9449,0,7,0
JSWSTEEL,2021-07-05,635.47,6.5,1.02,5427717.0,-1.1958,6.4544,0.016589,-3.4587,0.7375,0,7,0
JSWSTEEL,2022-07-04,553.31,17.35,3.14,6026463.0,1.7809,6.3159,0.021133,1.2595,1.2138,0,7,3
JSWSTEEL,2023-07-11,798.77,3.4,0.43,3085989.0,1.2141,6.6831,0.012647,1.7511,1.0251,1,7,14
JSWSTEEL,2024-07-09,929.4,7.3,0.79,1489629.0,-0.3648,6.8345,0.011094,0.1013,0.6768,1,7,0
JSWSTEEL,2025-07-08,1039.8,2.8,0.27,828011.0,-0.5001,6.9468,0.011682,1.2626,0.4268,1,7,0
J&KBANK,2016-07-11,149.22,1.75,1.17,0.0,-1.1203,5.0054,0.0,0.0,1.0,0,7,0
J&KBANK,2023-08-17,75.7,0.5,0.66,27799014.0,-9.8413,4.3268,0.029793,10.9167,3.0842,3,8,0
J&KBANK,2024-08-09,110.05,2.15,1.95,3790997.0,-0.6944,4.7009,0.028022,-2.1204,0.4883,4,8,0
J&KBANK,2025-08-19,103.8,2.15,2.07,1800730.0,-1.2428,4.6425,0.016223,1.407,0.8426,1,8,0
JINDALSAW,2016-12-14,25.33,0.5,1.97,635218.0,1.0204,3.2319,0.025437,5.6537,0.8326,2,12,18
JINDALSAW,2017-09-15,45.51,0.5,1.1,4086946.0,-1.6722,3.8179,0.03063,-4.0853,1.3662,4,9,0
JINDALSAW,2018-09-18,42.16,0.6,1.42,5336680.0,2.2455,3.7415,0.039375,5.9563,1.848,1,9,250
JINDALSAW,2019-08-29,29.79,1.0,3.36,652858.0,-2.0564,3.3941,0.035123,3.9969,0.7633,3,8,0
JINDALSAW,2020-09-17,31.76,1.0,3.15,16322148.0,-4.3382,3.4583,0.028521,9.9764,5.7141,3,9,0
JINDALSAW,2021-07-08,57.22,1.0,1.75,5678686.0,1.9502,4.0469,0.030323,-0.7695,0.6261,3,7,1
JINDALSAW,2022-09-19,42.71,1.0,2.34,1212922.0,1.7624,3.7545,0.015563,-0.0556,0.9816,0,9,3
JINDALSAW,2023-06-13,115.34,1.5,1.3,2780582.0,-4.1365,4.7479,0.047392,-0.2101,0.2755,1,6,0
JINDALSAW,2024-06-11,274.52,2.0,0.73,1439114.0,0.2166,5.615,0.039455,16.0274,0.6295,1,6,2
JINDALSAW,2025-06-05,215.21,2.0,0.93,1984144.0,-0.1673,5.3716,0.029435,1.6425,0.9969,3,6,0
JSL,2023-04-28,275.57,1.0,0.36,973098.0,-0.949,5.6188,0.019803,4.5319,1.0472,4,4,0
JSL,2023-09-15,512.21,1.5,0.29,3244358.0,5.0913,6.2387,0.019798,5.5194,3.9423,4,9,42
JSL,2023-10-27,440.86,1.0,0.23,941639.0,-1.2262,6.0887,0.021918,-1.0111,0.8053,4,10,0
JSL,2024-08-30,730.2,2.0,0.27,3127059.0,-8.0706,6.5933,0.023738,0.7321,3.1685,4,8,0
JSL,2025-02-07,632.78,1.0,0.16,617202.0,-1.0863,6.4501,0.025082,1.9306,0.6975,4,2,0
JSL,2025-08-22,771.35,2.0,0.26,883978.0,-0.6798,6.6481,0.022246,6.083,0.7984,4,8,0
JSL,2026-01-29,808.0,1.0,0.12,597453.0,-0.2599,6.6946,0.030442,7.8739,0.7249,3,1,0
JINDALSTEL,2022-03-16,446.19,1.0,0.22,7602106.0,-3.0122,6.1008,0.036646,0.6115,0.8864,2,3,0
JINDALSTEL,2022-09-20,426.58,2.0,0.47,2071257.0,-2.118,6.0558,0.024073,-3.5635,0.5364,1,9,0
JINDALSTEL,2023-08-18,640.59,2.0,0.31,1506231.0,0.3343,6.4624,0.02368,-4.6056,0.632,4,8,1
JINDALSTEL,2024-08-22,953.71,2.0,0.21,1141606.0,-1.0622,6.8604,0.020926,2.9954,0.5515,3,8,0
JINDALSTEL,2025-08-22,1008.15,2.0,0.2,1818098.0,1.0812,6.9159,0.017763,3.5626,1.0248,4,8,7
JIOFIN,2025-08-11,320.65,0.5,0.16,11342710.0,-2.2143,5.7704,0.016329,-3.8185,0.6427,0,8,0
JUBLFOOD,2016-08-24,120.2,0.25,0.21,2297990.0,-0.4235,4.7891,0.022977,-1.0576,0.4585,2,8,0
JUBLFOOD,2017-08-18,137.0,0.25,0.18,7364710.0,0.1682,4.92,0.0247,6.1801,0.6404,4,8,9
JUBLFOOD,2018-09-18,266.56,0.5,0.19,12856555.0,-2.278,5.5856,0.016308,-2.2725,2.5577,1,9,0
JUBLFOOD,2019-09-16,245.86,1.0,0.41,4815995.0,-2.0263,5.5047,0.020734,3.8257,0.9412,0,9,0
JUBLFOOD,2020-03-09,333.86,1.2,0.36,5998940.0,2.1084,5.8107,0.023216,1.4478,1.0358,0,3,41
JUBLFOOD,2021-08-06,731.04,1.2,0.16,1030220.0,-0.8071,6.5945,0.030725,-2.1999,0.2407,4,8,0
JUBLFOOD,2022-07-08,566.02,1.2,0.21,2693832.0,-0.9831,6.3386,0.025553,5.4206,0.7527,4,7,0
JUBLFOOD,2023-07-12,477.13,1.2,0.25,1052006.0,-0.1775,6.1678,0.01268,-2.715,0.4904,2,7,0
JUBLFOOD,2024-07-12,579.59,1.2,0.21,2542950.0,-0.2497,6.3623,0.015589,1.9718,0.927,4,7,0
JUBLFOOD,2025-07-18,688.3,1.2,0.17,549392.0,0.9444,6.5342,0.013162,1.6063,0.4309,4,7,250
JUBLINGREA,2021-08-05,585.3,0.35,0.06,1749042.0,-0.0656,6.3721,0.030832,3.0226,0.7575,3,8,0
JUBLINGREA,2022-02-10,555.35,2.5,0.45,268424.0,1.3888,6.3196,0.029977,-3.0092,0.4318,3,2,184
JUBLINGREA,2022-08-23,460.73,2.5,0.54,315365.0,-0.1578,6.1328,0.025579,-1.3928,0.6161,1,8,0
JUBLINGREA,2023-02-10,457.34,2.5,0.55,171900.0,0.0959,6.1254,0.015475,-1.2348,0.7868,4,2,130
JUBLINGREA,2023-08-10,421.92,2.5,0.59,241705.0,0.7432,6.0448,0.01246,2.1947,0.7536,3,8,1
JUBLINGREA,2024-02-09,427.8,2.5,0.58,142568.0,0.7027,6.0587,0.018857,2.2964,0.4274,4,2,1
JUBLINGREA,2024-08-02,603.73,2.5,0.41,2988641.0,-4.9422,6.4031,0.030845,2.3219,2.0717,4,8,0
JUBLINGREA,2025-02-03,691.61,2.5,0.36,1198511.0,-3.0588,6.539,0.029436,6.047,2.649,0,2,0
JUBLINGREA,2025-07-25,813.62,2.5,0.31,477701.0,4.5365,6.7015,0.014053,-1.4437,0.957,4,7,250
JUBLINGREA,2026-02-10,660.85,2.5,0.38,210665.0,0.0681,6.4935,0.034427,-0.4502,1.033,1,2,1
JUBLPHARMA,2016-08-18,300.56,3.0,1.0,14270993.0,-12.7367,5.7056,0.036881,19.1874,9.2843,3,8,0
JUBLPHARMA,2017-08-16,469.11,3.0,0.64,339622.0,-3.5146,6.1508,0.021563,-1.4315,0.6181,2,8,0
JUBLPHARMA,2018-09-12,535.14,3.0,0.56,687171.0,-2.1039,6.2825,0.02412,1.1308,1.0733,2,9,0
JUBLPHARMA,2019-09-12,351.02,4.5,1.28,926394.0,0.7166,5.8608,0.024322,13.0533,1.6991,3,9,1
JUBLPHARMA,2020-03-09,339.45,5.0,1.47,314767.0,3.1481,5.8273,0.026982,-1.9526,1.4024,0,3,54
JUBLPHARMA,2021-08-05,634.13,5.0,0.79,197574.0,0.076,6.4523,0.019322,-3.3319,0.4377,3,8,1
JUBLPHARMA,2022-08-11,337.23,5.0,1.48,199374.0,-2.45,5.8208,0.016614,0.5315,2.0264,3,8,0
JUBLPHARMA,2023-08-10,395.75,5.0,1.26,5382157.0,-12.7205,5.9808,0.018795,7.7896,24.5868,3,8,0
JUBLPHARMA,2024-08-02,857.54,5.0,0.58,1115086.0,1.1379,6.7541,0.032291,19.5583,1.1372,4,8,8
JUBLPHARMA,2025-07-25,1170.0,5.0,0.43,199653.0,-0.735,7.0648,0.015623,-4.6266,0.6831,4,7,0
JWL,2023-09-12,371.26,0.5,0.13,1656216.0,4.994,5.9169,0.037413,-4.6289,0.7815,1,9,84
JWL,2024-02-29,353.36,0.3,0.08,1226902.0,-4.7022,5.8675,0.029226,-6.6693,0.8759,3,2,0
JWL,2024-09-05,553.5,0.3,0.05,351684.0,0.9173,6.3163,0.02221,-0.385,0.3955,3,9,6
JWL,2024-10-07,489.04,1.0,0.2,1770599.0,4.3753,6.1924,0.028406,-5.3194,1.6726,0,10,1
JWL,2025-05-30,404.6,1.0,0.25,1636840.0,2.3233,6.0029,0.036598,2.2049,0.5465,4,5,4
JYOTHYLAB,2016-07-14,126.86,0.5,0.39,185212.0,-1.8319,4.8431,0.009833,-2.4467,0.4712,3,7,0
JYOTHYLAB,2017-07-03,154.59,3.0,1.94,137470.0,-0.9574,5.0408,0.01373,-2.9584,0.45,0,7,0
JYOTHYLAB,2018-07-16,191.53,0.5,0.26,81903.0,3.7919,5.255,0.021496,-4.3469,0.2738,0,7,5
JYOTHYLAB,2019-07-12,144.54,3.0,2.08,32778.0,-1.2172,4.9736,0.017999,0.1227,0.1733,4,7,0
JYOTHYLAB,2020-03-19,88.47,3.0,3.39,336793.0,1.5255,4.4826,0.032167,-12.6503,0.515,3,3,1
JYOTHYLAB,2021-07-20,161.86,4.0,2.47,549450.0,-0.0294,5.0867,0.024892,-0.1149,0.3467,1,7,0
JYOTHYLAB,2022-07-01,142.56,2.5,1.75,771549.0,-1.9708,4.9598,0.018036,-2.635,1.5674,4,7,0
JYOTHYLAB,2023-07-03,209.12,3.0,1.43,2152189.0,-4.8391,5.3429,0.013743,1.8881,2.8727,0,7,0
JYOTHYLAB,2024-07-03,468.89,3.5,0.75,2392236.0,-1.0343,6.1504,0.038265,13.1729,1.9455,2,7,0
JYOTHYLAB,2025-08-28,338.0,3.5,1.04,307156.0,-0.1923,5.823,0.012603,-1.7266,1.1709,3,8,0
KPRMILL,2016-08-16,109.08,0.1,0.09,46610.0,-0.5486,4.6921,0.019174,0.7258,0.2776,1,8,0
KPRMILL,2017-08-18,149.65,0.15,0.1,46790.0,0.4713,5.0083,0.016846,5.3758,0.3405,4,8,13
KPRMILL,2018-08-20,123.31,0.15,0.12,762085.0,-5.5298,4.8147,0.016886,2.7036,3.1512,0,8,0
KPRMILL,2019-08-20,113.11,0.15,0.13,18135.0,2.1748,4.7284,0.018159,2.651,0.3871,1,8,39
KPRMILL,2020-02-11,127.59,0.75,0.59,36270.0,2.1681,4.8488,0.023996,4.5141,0.4459,1,2,157
KPRMILL,2020-09-16,118.13,0.15,0.13,2674820.0,-5.4239,4.7718,0.025564,6.9677,10.519,2,9,0
KPRMILL,2021-02-10,182.95,0.75,0.41,98440.0,-0.2409,5.2092,0.015959,0.4444,0.3857,2,2,0
KPRMILL,2021-09-01,347.2,0.15,0.04,116055.0,-0.3555,5.8499,0.021167,0.8074,0.4833,2,9,0
KPRMILL,2022-08-11,560.36,0.15,0.03,247679.0,-1.4688,6.3286,0.031071,-0.4265,0.5094,3,8,0
KPRMILL,2023-02-14,572.51,2.0,0.35,139640.0,2.3356,6.35,0.015362,9.001,0.5743,1,2,1
KPRMILL,2023-07-21,636.81,2.0,0.31,106956.0,0.2865,6.4565,0.018189,0.2011,0.4695,4,7,14
KPRMILL,2024-02-13,735.93,2.5,0.34,119039.0,0.995,6.6011,0.020576,-5.3346,0.4237,1,2,8
KPRMILL,2024-07-15,847.15,2.5,0.3,905733.0,2.2903,6.7419,0.015478,-2.2382,3.4991,0,7,1
KPRMILL,2025-02-07,917.57,2.5,0.27,616350.0,3.0259,6.8217,0.021516,-0.4844,2.4242,4,2,28
KPRMILL,2025-07-23,1195.46,2.5,0.21,466017.0,-3.4284,7.0863,0.019636,-0.3484,0.7852,2,7,0
KPRMILL,2026-02-13,895.3,2.5,0.28,3875768.0,-3.9316,6.7972,0.045869,-8.1347,3.8957,4,2,0
KEI,2016-08-29,114.48,0.5,0.44,108562.0,-1.2793,4.7404,0.010073,-0.2119,0.8052,0,8,0
KEI,2017-07-11,229.39,0.6,0.26,475139.0,0.7041,5.4354,0.019268,1.0755,2.4914,1,7,2
KEI,2018-09-11,401.47,1.0,0.25,96380.0,-0.2444,5.9951,0.023315,-2.1939,0.6017,1,9,0
KEI,2019-09-06,464.56,1.2,0.26,264207.0,0.3176,6.1411,0.039355,1.4789,2.2925,4,9,2
KEI,2020-03-19,293.35,1.5,0.51,525057.0,9.117,5.6814,0.051732,-24.0351,1.8911,3,3,11
KEI,2021-03-09,486.73,2.0,0.41,93457.0,-0.9892,6.1877,0.017525,-0.8559,0.4757,1,3,0
KEI,2022-02-07,1091.5,2.5,0.23,103993.0,0.4968,6.9953,0.021602,2.165,0.3722,0,2,27
KEI,2023-02-03,1660.34,3.0,0.18,169881.0,-0.7324,7.4148,0.018035,6.0704,0.8122,4,2,0
KEI,2024-03-19,3173.9,3.5,0.11,399577.0,-3.8011,8.0627,0.030025,-2.5285,1.8383,1,3,0
KEI,2025-01-27,4244.47,4.0,0.09,296376.0,5.9054,8.3534,0.028787,2.5347,0.9195,0,1,173
KEI,2026-01-28,3800.7,4.5,0.12,116453.0,-2.0628,8.2429,0.018833,-6.5038,0.41,2,1,0
KPITTECH,2019-08-20,84.31,0.75,0.89,46707.0,-1.4229,4.4345,0.02514,6.6185,0.078,1,8,0
KPITTECH,2020-02-17,86.18,0.55,0.64,195849.0,2.2969,4.4564,0.017539,-7.3271,0.9155,0,2,2
KPITTECH,2020-03-19,52.58,0.45,0.86,331837.0,14.0741,3.9623,0.044824,-24.5322,1.8668,3,3,26
KPITTECH,2021-08-17,340.15,1.5,0.44,2092633.0,-2.7311,5.8294,0.024686,15.221,0.998,1,8,0
KPITTECH,2022-02-10,593.26,1.25,0.21,867617.0,-0.479,6.3856,0.026548,-2.4284,0.3921,3,2,0
KPITTECH,2022-08-12,539.52,1.85,0.34,4350472.0,-3.8451,6.2907,0.023625,5.8337,2.8876,4,8,0
KPITTECH,2023-02-10,803.5,1.45,0.18,3862427.0,-4.8603,6.689,0.024548,4.9978,2.1293,4,2,0
KPITTECH,2023-08-14,1124.93,2.65,0.24,683774.0,1.097,7.0255,0.026453,-0.7689,0.3896,0,8,2
KPITTECH,2024-02-09,1689.12,2.1,0.12,1244945.0,-1.1089,7.432,0.028091,8.4903,0.7525,4,2,0
KPITTECH,2024-08-09,1688.52,4.6,0.27,542188.0,-3.2018,7.4316,0.030304,-6.3406,0.3829,4,8,0
KPITTECH,2025-02-04,1401.01,2.5,0.18,1523505.0,-0.6166,7.2449,0.031653,3.1787,0.8599,1,2,0
KPITTECH,2025-07-28,1218.42,6.0,0.49,1380560.0,2.3256,7.1053,0.010501,-2.9575,1.8152,0,7,2
KPITTECH,2026-02-04,987.55,2.25,0.23,1305703.0,0.6227,6.8952,0.022831,-10.4901,1.327,2,2,250
KSB,2017-04-12,135.91,1.1,0.81,33055.0,1.2036,4.912,0.020776,2.176,0.3163,2,4,3
KSB,2018-04-12,146.08,1.2,0.82,178855.0,-0.7609,4.9842,0.010654,-2.3067,3.0147,3,4,0
KSB,2019-04-25,129.58,1.2,0.93,13420.0,-0.022,4.8643,0.008622,0.277,0.7718,3,4,0
KSB,2020-04-23,95.58,1.6,1.67,77100.0,-0.98,4.5599,0.063784,-2.9713,0.6476,3,4,0
KSB,2021-04-15,172.92,1.7,0.98,140725.0,2.131,5.1529,0.026011,0.1398,0.474,3,4,7
KSB,2022-04-28,258.76,2.5,0.97,128635.0,-0.5211,5.5559,0.017472,-3.1949,0.8889,3,4,0
KSB,2023-04-28,438.37,3.0,0.68,100585.0,-1.7359,6.0831,0.018122,2.4495,0.5211,4,4,0
KSB,2024-06-13,928.44,3.5,0.38,87985.0,-0.5463,6.8335,0.028468,3.7651,0.516,3,6,0
KSB,2025-05-02,728.65,4.0,0.55,69979.0,1.7018,6.5912,0.017013,-2.8509,0.4459,4,5,3
KAJARIACER,2016-08-12,578.46,2.5,0.43,35734.0,-0.9017,6.3604,0.009355,0.0879,0.3932,4,8,0
KAJARIACER,2017-08-03,609.87,3.0,0.49,164327.0,1.558,6.4132,0.010061,0.1675,0.876,3,8,14
KAJARIACER,2018-08-16,387.05,3.0,0.78,361312.0,0.5454,5.9586,0.018259,-6.7026,0.6224,3,8,2
KAJARIACER,2019-08-16,454.56,3.0,0.66,340158.0,-0.0623,6.1193,0.025416,1.2118,0.3871,4,8,0
KAJARIACER,2020-02-18,501.53,3.0,0.6,78206.0,0.0757,6.2177,0.014838,-2.4784,0.4062,1,2,1
KAJARIACER,2021-02-02,789.0,10.0,1.27,405756.0,-1.4191,6.6708,0.017327,-1.808,0.6764,1,2,0
KAJARIACER,2021-11-02,1174.05,8.0,0.68,220326.0,0.1936,7.0682,0.022645,-3.7466,0.5296,1,11,2
KAJARIACER,2022-09-15,1139.61,3.0,0.26,522395.0,-5.8596,7.0384,0.017135,4.3078,2.8021,3,9,0
KAJARIACER,2023-02-08,1066.97,6.0,0.56,54815.0,-1.4898,6.9726,0.018736,3.1118,0.4445,2,2,0
KAJARIACER,2023-09-05,1427.06,3.0,0.21,146101.0,-1.0135,7.2634,0.012347,1.4911,0.6746,1,9,0
KAJARIACER,2023-11-02,1243.2,6.0,0.48,112773.0,0.1422,7.1254,0.017153,4.2445,0.6972,3,11,2
KAJARIACER,2024-08-30,1330.29,6.0,0.45,281450.0,-0.1446,7.1932,0.017735,0.8748,2.8126,4,8,0
KAJARIACER,2024-11-04,1203.12,5.0,0.42,80838.0,-0.4692,7.0927,0.018406,-2.2476,0.4798,0,11,0
KAJARIACER,2025-09-12,1222.28,4.0,0.33,80083.0,0.3739,7.1085,0.011402,0.9157,0.4013,4,9,2
KAJARIACER,2025-10-24,1219.1,8.0,0.66,122021.0,0.8531,7.1059,0.014178,-1.934,0.5618,4,10,250
KPIL,2023-07-06,528.79,7.0,1.32,0.0,,6.2706,0.012937,2.9451,0.0,3,7,1
KPIL,2024-06-28,1165.59,8.0,0.69,362402.0,-0.0851,7.061,0.040952,2.2345,0.5151,4,6,0
KPIL,2025-06-23,1151.2,9.0,0.78,159333.0,-3.2835,7.0486,0.015544,-1.31,0.5147,0,6,0
KALYANKJIL,2023-08-04,169.08,0.5,0.3,693006.0,-0.3825,5.1303,0.028001,-2.739,0.0751,4,8,0
KALYANKJIL,2024-08-09,533.79,1.2,0.22,1224809.0,-0.6444,6.28,0.022527,-4.1447,0.4314,4,8,0
KALYANKJIL,2025-09-04,512.6,1.5,0.29,6322679.0,2.0874,6.2395,0.028966,0.7743,0.8255,3,9,9
KARURVYSYA,2016-07-12,67.34,0.56,0.84,1023911.0,0.5517,4.2098,0.0138,3.3081,0.8638,1,7,172
KARURVYSYA,2017-07-12,89.39,1.84,2.05,1767701.0,0.9688,4.493,0.02862,-1.2178,0.7435,2,7,1
KARURVYSYA,2018-07-11,71.3,0.45,0.64,423416.0,0.8257,4.2669,0.016649,2.2716,0.5342,2,7,15
KARURVYSYA,2019-07-10,52.98,0.5,0.94,311244.0,-0.8702,3.97,0.009486,-0.9259,0.5689,2,7,0
KARURVYSYA,2021-07-23,38.38,0.42,1.09,1507695.0,-0.5056,3.6476,0.011562,-2.5366,0.8832,4,7,0
KARURVYSYA,2022-07-19,36.71,1.33,3.63,3785504.0,-2.0788,3.6032,0.02001,0.8529,1.9343,1,7,0
KARURVYSYA,2023-08-07,100.14,1.67,1.66,1286872.0,-1.3453,4.6066,0.017568,0.5647,0.52,0,8,0
KARURVYSYA,2024-08-01,188.43,2.0,1.06,1539210.0,1.1516,5.2387,0.016898,6.8475,0.4392,3,8,68
KARURVYSYA,2025-08-07,216.0,2.17,1.0,1057154.0,-0.9066,5.3753,0.012249,-0.6829,0.4454,3,8,0
KEC,2017-07-18,280.67,1.6,0.57,856171.0,0.8707,5.6372,0.020734,8.7484,1.0126,1,7,1
KEC,2018-07-20,301.3,2.4,0.8,175143.0,-3.1275,5.7081,0.021149,-4.6408,0.389,4,7,0
KEC,2019-07-15,308.92,2.7,0.87,351690.0,-1.4992,5.7331,0.013958,1.0376,1.1406,0,7,0
KEC,2020-02-13,329.69,3.4,1.03,473494.0,-0.6582,5.7982,0.01802,-0.7474,1.2159,3,2,0
KEC,2021-07-19,402.7,4.0,0.99,250888.0,-0.0242,5.9982,0.018323,-0.0598,0.4065,0,7,0
KEC,2022-06-15,360.3,4.0,1.11,115771.0,-2.1175,5.8869,0.015096,-4.7251,0.7904,2,6,0
KEC,2023-07-25,627.22,3.0,0.48,632657.0,-2.1998,6.4413,0.015641,6.2094,1.2008,1,7,0
KEC,2024-08-09,843.73,4.0,0.47,388418.0,1.8373,6.7378,0.021777,-3.3152,0.5202,4,8,10
KEC,2025-07-25,871.8,5.5,0.63,347611.0,1.2044,6.7706,0.013941,0.2571,0.8299,4,7,3
KFINTECH,2024-08-23,1003.43,5.75,0.57,459934.0,1.6829,6.9112,0.051812,1.0393,0.2346,4,8,2
KFINTECH,2025-08-22,1120.2,7.5,0.67,843260.0,-0.5356,7.0213,0.019603,-0.1063,0.7145,4,8,0
KIRLOSBROS,2017-07-13,260.01,1.0,0.38,41453.0,0.682,5.5607,0.025454,-1.6186,0.5856,3,7,97
KIRLOSBROS,2018-07-12,258.75,2.5,0.97,163452.0,-1.0009,5.5559,0.01552,-3.0764,10.5154,3,7,0
KIRLOSBROS,2019-08-01,169.38,2.5,1.48,23682.0,1.3533,5.1321,0.039414,5.5458,1.0447,3,8,135
KIRLOSBROS,2020-02-27,152.76,2.0,1.31,12167.0,2.4058,5.0289,0.038761,-10.8665,0.1696,3,2,235
KIRLOSBROS,2020-09-17,113.3,0.5,0.44,30431.0,0.8144,4.73,0.029915,4.4118,0.2893,3,9,8
KIRLOSBROS,2021-08-26,366.32,3.0,0.82,29650.0,-1.3096,5.9035,0.029405,0.5465,0.8051,3,8,0
KIRLOSBROS,2022-08-02,342.87,3.0,0.87,32665.0,-1.5553,5.8373,0.020101,10.0393,1.1395,1,8,0
KIRLOSBROS,2023-07-25,697.59,4.5,0.65,238540.0,-3.2341,6.5476,0.025591,0.1205,0.9165,1,7,0
KIRLOSBROS,2024-07-26,2188.47,6.0,0.27,117535.0,-2.0424,7.691,0.041902,0.4585,0.7827,4,7,0
KIRLOSBROS,2025-07-25,2033.6,7.0,0.34,101513.0,2.6111,7.6176,0.03177,-4.0169,0.2045,4,7,20
KIRLOSENG,2017-07-27,336.19,5.0,1.49,23279.0,-1.3676,5.8177,0.007695,-0.025,2.0118,3,7,0
KIRLOSENG,2018-02-01,324.39,2.5,0.77,16603.0,-0.6473,5.782,0.015512,-7.1411,0.2035,3,2,0
KIRLOSENG,2018-08-02,222.11,2.5,1.13,1861.0,-0.2922,5.4032,0.02609,7.2419,0.1554,3,8,0
