Symbol,Ex_Date,Pre_Drop_Price,Dividend_Amount,Yield_Percent,Volume_On_ExDate,TARGET_Recovery_Days
CONCOR,2021-09-21,663.61,1.6,0.24,1409360.0,2
CONCOR,2021-11-02,626.65,3.2,0.51,749534.0,0
CONCOR,2022-02-02,619.47,1.6,0.26,1028191.0,0
CONCOR,2022-08-17,680.27,1.6,0.24,1654998.0,14
CONCOR,2022-09-20,709.05,2.4,0.34,1094151.0,2
CONCOR,2022-11-22,697.69,2.4,0.34,742102.0,0
CONCOR,2023-02-06,585.24,3.2,0.55,1197165.0,0
CONCOR,2023-08-18,634.32,1.6,0.25,1328417.0,2
CONCOR,2023-09-18,690.01,1.6,0.23,3050555.0,0
CONCOR,2023-11-16,728.38,2.4,0.33,1304037.0,7
CONCOR,2024-02-07,904.98,3.2,0.35,1022135.0,1
CONCOR,2024-08-16,923.27,1.6,0.17,1098849.0,0
CONCOR,2024-11-14,771.84,2.6,0.34,656637.0,5
CONCOR,2025-02-06,578.81,3.4,0.59,796905.0,65
CONCOR,2025-06-06,632.44,1.6,0.25,1869502.0,0
CONCOR,2025-08-13,533.65,1.6,0.3,894246.0,0
CONCOR,2025-11-20,511.51,2.6,0.51,3145380.0,0
CONCOR,2026-02-09,506.1,3.4,0.67,788634.0,0
COROMANDEL,2016-07-14,210.18,4.0,1.9,468906.0,0
COROMANDEL,2017-07-13,365.24,5.0,1.37,295817.0,0
COROMANDEL,2018-03-22,473.32,3.0,0.63,110207.0,4
COROMANDEL,2018-07-19,357.03,3.5,0.98,101374.0,0
COROMANDEL,2019-01-31,410.5,3.0,0.73,158045.0,0
COROMANDEL,2019-07-10,370.74,3.5,0.94,144306.0,2
COROMANDEL,2020-07-16,704.17,12.0,1.7,381219.0,0
COROMANDEL,2021-02-10,728.19,6.0,0.82,134306.0,0
COROMANDEL,2021-07-15,849.26,6.0,0.71,343897.0,6
COROMANDEL,2022-02-14,757.88,6.0,0.79,584919.0,1
COROMANDEL,2022-07-14,950.85,6.0,0.63,242755.0,1
COROMANDEL,2023-02-17,889.18,6.0,0.67,149997.0,1
COROMANDEL,2023-07-14,915.66,6.0,0.66,1073070.0,0
COROMANDEL,2024-07-26,1603.04,6.0,0.37,373711.0,0
COROMANDEL,2025-02-05,1857.74,6.0,0.32,1009392.0,0
COROMANDEL,2025-07-17,2360.2,9.0,0.38,400687.0,5
COROMANDEL,2026-02-04,2283.2,9.0,0.39,218046.0,8
CRAFTSMAN,2022-06-09,2349.7,3.75,0.16,12733.0,0
CRAFTSMAN,2023-06-19,4009.15,11.25,0.28,35042.0,0
CRAFTSMAN,2024-05-17,4389.4,11.25,0.26,23135.0,0
CRAFTSMAN,2025-07-14,5932.0,5.0,0.08,7330.0,0
CREDITACC,2024-07-26,1261.1,10.0,0.79,304980.0,0
CROMPTON,2017-07-20,190.11,1.5,0.79,3096875.0,0
CROMPTON,2018-07-19,218.39,1.75,0.8,295709.0,1
CROMPTON,2019-07-18,217.87,2.0,0.92,1190667.0,0
CROMPTON,2020-11-03,277.23,3.0,1.08,1622990.0,0
CROMPTON,2021-07-08,432.83,2.5,0.58,2089591.0,2
CROMPTON,2022-07-07,351.38,2.5,0.71,1601279.0,0
CROMPTON,2023-07-07,282.13,3.0,1.06,2339144.0,1
CROMPTON,2024-07-10,420.9,3.0,0.71,1758195.0,2
CUMMINSIND,2016-07-28,736.74,9.0,1.22,252847.0,0
CUMMINSIND,2017-02-09,764.9,5.0,0.65,167909.0,0
CUMMINSIND,2017-07-27,848.67,9.0,1.06,384355.0,4
CUMMINSIND,2018-02-15,719.85,5.0,0.69,310692.0,0
CUMMINSIND,2018-08-02,575.74,10.0,1.74,428915.0,0
CUMMINSIND,2019-02-15,613.62,7.0,1.14,624833.0,6
CUMMINSIND,2019-07-31,620.29,10.0,1.61,144624.0,0
CUMMINSIND,2020-02-07,508.84,7.0,1.38,598230.0,201
CUMMINSIND,2020-08-17,407.29,7.0,1.72,2599932.0,0
CUMMINSIND,2021-02-09,730.36,7.0,0.96,515443.0,1
CUMMINSIND,2021-08-04,846.11,8.0,0.95,2333513.0,1
CUMMINSIND,2022-02-21,914.7,8.0,0.87,330919.0,0
CUMMINSIND,2022-08-02,1156.95,10.5,0.91,418124.0,6
CUMMINSIND,2023-02-21,1540.25,12.0,0.78,765337.0,6
CUMMINSIND,2023-07-26,1848.74,13.0,0.7,388480.0,0
CUMMINSIND,2024-02-21,2545.16,18.0,0.71,285288.0,1
CUMMINSIND,2024-07-19,3700.69,20.0,0.54,1375041.0,6
CUMMINSIND,2025-02-14,2744.81,18.0,0.66,420649.0,4
CUMMINSIND,2025-07-18,3535.22,33.5,0.95,391491.0,1
CUMMINSIND,2026-02-11,4398.3,20.0,0.45,291346.0,1
CYIENT,2016-03-28,335.35,4.0,1.19,13783.0,1
CYIENT,2016-09-08,378.62,2.5,0.66,57418.0,2
CYIENT,2016-10-24,401.7,3.0,0.75,27444.0,31
CYIENT,2017-07-06,419.77,5.0,1.19,44772.0,0
CYIENT,2017-10-25,450.85,5.0,1.11,71239.0,0
CYIENT,2018-01-30,529.15,4.0,0.76,658155.0,34
CYIENT,2018-07-05,599.59,4.0,0.67,134612.0,1
CYIENT,2018-10-30,513.6,6.0,1.17,299818.0,0
CYIENT,2019-05-30,465.2,9.0,1.93,236990.0,0
CYIENT,2019-10-30,342.74,6.0,1.75,100942.0,1
CYIENT,2020-03-23,230.48,9.0,3.9,154239.0,62
CYIENT,2021-06-03,721.42,17.0,2.36,295159.0,0
CYIENT,2021-10-26,979.21,10.0,1.02,288813.0,0
CYIENT,2022-05-23,717.92,14.0,1.95,68339.0,0
CYIENT,2022-10-25,715.27,10.0,1.4,247972.0,12
CYIENT,2023-06-12,1306.16,16.0,1.22,1079895.0,0
CYIENT,2023-11-01,1514.27,12.0,0.79,432973.0,0
CYIENT,2024-06-21,1796.72,18.0,1.0,730119.0,0
CYIENT,2024-11-06,1815.68,12.0,0.66,453590.0,0
CYIENT,2025-07-04,1266.35,14.0,1.11,200390.0,0
CYIENT,2025-10-24,1195.7,16.0,1.34,327164.0,1
DCMSHRIRAM,2016-07-29,195.43,0.8,0.41,270373.0,0
DCMSHRIRAM,2016-11-08,204.42,2.2,1.08,69055.0,0
DCMSHRIRAM,2017-02-22,249.82,2.8,1.12,192832.0,0
DCMSHRIRAM,2017-07-21,314.7,0.8,0.25,39698.0,6
DCMSHRIRAM,2017-11-16,509.72,4.0,0.78,153685.0,18
DCMSHRIRAM,2018-03-07,490.48,3.4,0.69,83273.0,291
DCMSHRIRAM,2018-07-20,312.12,0.8,0.26,366747.0,0
DCMSHRIRAM,2018-11-06,348.84,4.0,1.15,43833.0,0
DCMSHRIRAM,2019-02-07,310.84,4.2,1.35,55373.0,0
DCMSHRIRAM,2019-07-12,482.73,1.6,0.33,115338.0,0
DCMSHRIRAM,2019-11-07,332.88,4.0,1.2,61005.0,33
DCMSHRIRAM,2020-02-06,339.03,4.2,1.24,93907.0,0
DCMSHRIRAM,2021-01-27,443.25,5.5,1.24,312506.0,11
DCMSHRIRAM,2021-07-08,843.15,3.8,0.45,131915.0,3
DCMSHRIRAM,2021-10-26,910.7,4.6,0.51,86986.0,0
DCMSHRIRAM,2022-01-24,1010.6,5.2,0.51,121377.0,2
DCMSHRIRAM,2022-07-07,937.82,4.9,0.52,45078.0,2
DCMSHRIRAM,2022-10-31,1037.71,4.6,0.44,29883.0,222
DCMSHRIRAM,2023-02-01,837.66,5.8,0.69,55180.0,0
DCMSHRIRAM,2023-07-18,884.47,3.6,0.41,64499.0,0
DCMSHRIRAM,2024-03-06,941.27,4.0,0.42,25754.0,22
DCMSHRIRAM,2024-07-09,974.05,2.6,0.27,48142.0,0
DCMSHRIRAM,2024-11-11,1225.84,2.0,0.16,322791.0,0
DCMSHRIRAM,2025-01-24,1157.09,3.6,0.31,50556.0,1
DCMSHRIRAM,2025-08-05,1365.25,3.4,0.25,40399.0,0
DCMSHRIRAM,2026-01-23,1094.6,3.6,0.33,262084.0,0
DLF,2016-03-28,105.11,2.0,1.9,10095751.0,2
DLF,2017-09-19,179.52,2.0,1.11,7332431.0,28
DLF,2018-03-27,195.99,1.2,0.61,5393376.0,8
DLF,2018-09-12,187.19,0.8,0.43,5717235.0,0
DLF,2019-07-22,170.13,2.0,1.18,5386468.0,0
DLF,2020-02-12,223.45,1.2,0.54,6806019.0,210
DLF,2020-09-15,149.55,0.8,0.53,8587437.0,0
DLF,2021-08-23,298.32,2.0,0.67,6842918.0,1
DLF,2022-08-02,373.38,3.0,0.8,4448690.0,10
DLF,2023-07-28,500.26,4.0,0.8,7227144.0,0
DLF,2024-07-31,868.55,5.0,0.58,4091190.0,0
DOMS,2024-09-13,2804.94,2.5,0.09,70603.0,0
DOMS,2025-09-15,2593.65,3.15,0.12,75497.0,0
DABUR,2016-06-29,283.13,1.0,0.35,3337475.0,5
DABUR,2016-11-03,267.66,1.25,0.47,2018310.0,1
DABUR,2017-07-05,269.3,1.0,0.37,1073397.0,0
DABUR,2017-11-07,313.24,1.25,0.4,994486.0,2
DABUR,2018-07-04,353.11,6.25,1.77,2452019.0,0
DABUR,2018-11-09,344.53,1.25,0.36,3518530.0,0
DABUR,2019-08-07,405.8,1.5,0.37,1457292.0,1
DABUR,2019-11-13,448.49,1.4,0.31,1734670.0,42
DABUR,2020-08-13,474.45,1.6,0.34,3607000.0,21
DABUR,2020-11-11,486.73,1.75,0.36,4915653.0,1
DABUR,2021-07-29,559.61,3.0,0.54,2365089.0,1
DABUR,2021-11-11,576.91,2.5,0.43,2031771.0,2
DABUR,2022-07-21,534.32,2.7,0.51,3414847.0,0
DABUR,2022-11-03,540.76,2.5,0.46,807402.0,17
DABUR,2023-07-21,558.88,2.7,0.48,3010552.0,5
DABUR,2023-11-10,519.13,2.75,0.53,1361649.0,0
DABUR,2024-07-19,629.13,2.75,0.44,2176993.0,2
DABUR,2024-11-08,523.71,2.75,0.53,1458407.0,56
DABUR,2025-07-18,520.7,5.25,1.01,1616139.0,9
DABUR,2025-11-07,520.95,2.75,0.53,1754801.0,3
DALBHARAT,2019-08-22,925.53,2.0,0.22,34640.0,305
DALBHARAT,2020-02-17,832.19,2.0,0.24,35847.0,0
DALBHARAT,2021-09-21,2172.91,1.33,0.06,235885.0,430
DALBHARAT,2021-11-09,2049.09,4.0,0.2,205319.0,0
DALBHARAT,2022-06-23,1222.74,5.0,0.41,84639.0,0
DALBHARAT,2022-11-10,1708.51,4.0,0.23,176661.0,9
DALBHARAT,2023-06-23,2171.38,5.0,0.23,104348.0,1
DALBHARAT,2023-10-20,2183.84,4.0,0.18,334304.0,18
DALBHARAT,2024-06-19,1871.72,5.0,0.27,398010.0,17
DALBHARAT,2024-10-25,1801.13,4.0,0.22,181265.0,3
DALBHARAT,2025-06-23,2031.38,5.0,0.25,125541.0,0
DALBHARAT,2025-10-24,2129.8,4.0,0.19,360555.0,3
DATAPATTNS,2022-08-29,947.33,3.5,0.37,1775361.0,0
DATAPATTNS,2023-08-02,1996.08,4.5,0.23,84200.0,3
DATAPATTNS,2024-07-23,3176.77,6.5,0.2,402124.0,2
DATAPATTNS,2025-08-01,2633.0,7.9,0.3,143700.0,1
DEEPAKFERT,2016-03-17,124.61,4.85,3.89,30524.0,0
DEEPAKFERT,2017-09-12,316.92,5.82,1.84,103443.0,0
DEEPAKFERT,2018-09-07,216.07,5.82,2.69,127933.0,618
DEEPAKFERT,2019-08-05,75.2,2.91,3.87,169740.0,4
DEEPAKFERT,2020-09-16,155.61,3.0,1.93,996362.0,0
DEEPAKFERT,2021-08-17,415.57,7.5,1.8,102390.0,41
DEEPAKFERT,2022-08-25,914.92,9.0,0.98,1172217.0,0
DEEPAKFERT,2023-08-25,552.3,10.0,1.81,302287.0,2
DEEPAKFERT,2024-09-03,1055.79,8.5,0.81,827092.0,1
DEEPAKFERT,2025-09-02,1396.4,10.0,0.72,321223.0,0
DEEPAKNTR,2016-07-28,92.25,1.2,1.3,63217.0,0
DEEPAKNTR,2017-06-15,144.22,1.2,0.83,35003.0,0
DEEPAKNTR,2018-07-25,222.89,1.3,0.58,74439.0,0
DEEPAKNTR,2019-06-19,267.74,2.0,0.75,266315.0,0
DEEPAKNTR,2020-03-16,456.32,4.5,0.99,856960.0,16
DEEPAKNTR,2021-07-20,1924.81,5.5,0.29,826807.0,7
DEEPAKNTR,2022-07-25,1790.1,7.0,0.39,1382266.0,0
DEEPAKNTR,2023-07-27,1985.0,7.5,0.38,330626.0,1
DEEPAKNTR,2024-07-29,2900.4,7.5,0.26,514281.0,0
DEEPAKNTR,2025-08-04,1812.3,7.5,0.41,95906.0,0
DIVISLAB,2016-03-17,902.64,10.0,1.11,623673.0,0
DIVISLAB,2017-09-15,813.11,10.0,1.23,8306635.0,0
DIVISLAB,2018-08-31,1229.85,10.0,0.81,1235827.0,0
DIVISLAB,2019-08-14,1452.37,16.0,1.1,1340125.0,0
DIVISLAB,2020-02-25,2080.2,16.0,0.77,572634.0,2
DIVISLAB,2021-08-17,4752.16,20.0,0.42,356466.0,0
DIVISLAB,2022-08-11,3846.18,30.0,0.78,275719.0,0
DIVISLAB,2023-08-11,3676.1,30.0,0.82,339619.0,1
DIVISLAB,2024-08-02,4865.74,30.0,0.62,960970.0,0
DIVISLAB,2025-07-25,6588.5,30.0,0.46,179064.0,0
DIXON,2018-07-17,570.17,0.4,0.07,43045.0,0
DIXON,2019-07-23,437.86,0.4,0.09,5570.0,0
DIXON,2020-03-24,641.17,0.8,0.12,204945.0,1
DIXON,2021-09-20,4235.87,1.0,0.02,210959.0,3
DIXON,2022-08-11,3838.49,2.0,0.05,504780.0,0
DIXON,2023-09-22,4842.56,3.0,0.06,282816.0,1
DIXON,2024-09-17,13979.08,5.0,0.04,782421.0,0
DIXON,2025-09-16,17977.0,8.0,0.04,153587.0,0
LALPATHLAB,2016-07-20,459.63,1.23,0.27,32304.0,0
LALPATHLAB,2017-02-13,504.44,0.65,0.13,52202.0,381
LALPATHLAB,2017-07-12,395.39,0.85,0.21,99056.0,0
LALPATHLAB,2017-11-20,423.86,0.75,0.18,127976.0,0
LALPATHLAB,2018-08-03,436.72,1.5,0.34,67330.0,0
LALPATHLAB,2018-11-19,394.0,1.25,0.32,139622.0,0
LALPATHLAB,2019-08-02,505.06,1.75,0.35,376360.0,0
LALPATHLAB,2019-11-20,785.08,3.0,0.38,256412.0,10
LALPATHLAB,2020-03-05,818.95,3.0,0.37,330356.0,81
LALPATHLAB,2020-11-18,1029.06,3.0,0.29,212860.0,0
LALPATHLAB,2021-02-09,1159.55,3.0,0.26,121652.0,0
LALPATHLAB,2021-07-20,1664.51,4.0,0.24,289330.0,3
LALPATHLAB,2021-08-18,1863.61,3.0,0.16,1433950.0,0
LALPATHLAB,2022-06-22,975.54,3.0,0.31,489220.0,2
LALPATHLAB,2022-08-05,1164.82,3.0,0.26,416202.0,0
LALPATHLAB,2023-08-11,1149.09,6.0,0.52,420940.0,25
LALPATHLAB,2024-02-13,1203.04,6.0,0.5,154044.0,0
LALPATHLAB,2024-06-10,1375.89,3.0,0.22,750074.0,1
LALPATHLAB,2024-08-20,1631.42,3.0,0.18,319226.0,0
LALPATHLAB,2024-11-05,1516.7,3.0,0.2,203262.0,0
LALPATHLAB,2025-02-05,1399.83,3.0,0.21,194994.0,51
LALPATHLAB,2025-06-06,1416.09,3.0,0.21,152980.0,1
LALPATHLAB,2025-08-06,1586.65,3.0,0.19,254856.0,0
LALPATHLAB,2025-11-07,1546.64,3.5,0.23,122290.0,4
LALPATHLAB,2026-02-05,1403.3,3.5,0.25,213161.0,0
DRREDDY,2016-07-18,670.98,4.0,0.6,1135725.0,1
DRREDDY,2017-07-17,508.32,4.0,0.79,1009480.0,0
DRREDDY,2018-07-16,439.51,4.0,0.91,18607580.0,22
DRREDDY,2019-07-15,502.34,4.0,0.8,2497770.0,0
DRREDDY,2020-07-13,752.08,5.0,0.66,2678440.0,0
DRREDDY,2021-07-09,1059.52,5.0,0.47,2304980.0,0
DRREDDY,2022-07-11,857.9,6.0,0.7,4797040.0,0
DRREDDY,2023-07-11,1010.56,8.0,0.79,1056805.0,0
DRREDDY,2024-07-16,1342.44,8.0,0.6,1556420.0,3
DRREDDY,2025-07-10,1261.4,8.0,0.63,1246082.0,0
EIDPARRY,2017-03-03,258.67,4.0,1.55,215436.0,0
EIDPARRY,2018-07-25,198.61,3.0,1.51,338831.0,0
EIDPARRY,2019-02-12,176.36,2.0,1.13,101152.0,0
EIDPARRY,2019-04-04,201.79,1.0,0.5,81474.0,181
EIDPARRY,2021-11-17,468.91,5.5,1.17,468918.0,0
EIDPARRY,2022-03-10,392.74,5.5,1.4,316718.0,0
EIDPARRY,2022-11-22,615.44,5.5,0.89,143265.0,291
EIDPARRY,2023-04-21,498.63,4.0,0.8,188941.0,1
EIDPARRY,2023-11-21,490.55,4.0,0.82,356428.0,0
EIHOTEL,2016-03-17,98.08,1.08,1.1,21188.0,0
EIHOTEL,2017-07-24,132.73,0.88,0.67,50346.0,3
EIHOTEL,2018-07-23,152.08,0.88,0.58,35201.0,0
EIHOTEL,2019-08-05,147.17,0.88,0.6,167383.0,0
EIHOTEL,2023-08-02,207.26,1.1,0.53,458785.0,1
EIHOTEL,2024-07-31,437.01,1.2,0.27,688485.0,0
EIHOTEL,2025-07-30,377.5,1.5,0.4,292914.0,0
EICHERMOT,2016-03-22,1701.58,10.0,0.59,356490.0,1
EICHERMOT,2017-07-31,2739.15,10.0,0.37,568380.0,0
EICHERMOT,2018-08-02,2553.06,11.0,0.43,958940.0,3
EICHERMOT,2019-07-24,1605.57,12.5,0.78,2450250.0,2
EICHERMOT,2020-03-19,1509.15,12.5,0.83,1611810.0,44
EICHERMOT,2021-08-09,2619.33,17.0,0.65,516622.0,1
EICHERMOT,2022-08-12,3047.29,21.0,0.69,1327610.0,0
EICHERMOT,2023-08-14,3273.02,37.0,1.13,650028.0,4
EICHERMOT,2024-08-07,4543.98,51.0,1.12,1093582.0,2
EICHERMOT,2025-08-01,5398.5,70.0,1.3,1408773.0,0
ELECON,2016-07-18,30.16,0.55,1.82,760946.0,0
ELECON,2017-07-26,29.47,0.25,0.85,455052.0,0
ELECON,2018-09-18,30.85,0.1,0.32,346688.0,0
ELECON,2019-09-06,16.24,0.1,0.62,514400.0,0
ELECON,2021-07-22,71.72,0.2,0.28,4516940.0,8
ELECON,2022-06-09,123.29,0.7,0.57,1114614.0,0
ELECON,2023-06-09,279.45,1.0,0.36,405342.0,0
ELECON,2023-10-31,399.83,0.5,0.13,1503634.0,0
ELECON,2024-06-14,655.14,1.0,0.15,1018030.0,0
ELECON,2024-10-28,539.34,0.5,0.09,851004.0,0
ELECON,2025-06-13,667.38,1.5,0.22,516654.0,0
ELECON,2025-10-16,541.75,0.5,0.09,280189.0,0
ELGIEQUIP,2016-07-21,83.76,0.5,0.6,46484.0,2
ELGIEQUIP,2017-07-20,110.99,0.5,0.45,19708.0,6
ELGIEQUIP,2018-08-02,138.59,0.6,0.43,26820.0,0
ELGIEQUIP,2019-07-25,126.25,0.65,0.51,45500.0,38
ELGIEQUIP,2020-03-18,78.91,0.82,1.05,45156.0,62
ELGIEQUIP,2021-07-23,203.68,0.8,0.39,103402.0,1
ELGIEQUIP,2022-08-04,430.4,1.15,0.27,1189099.0,3
ELGIEQUIP,2023-07-28,541.81,2.0,0.37,181019.0,90
ELGIEQUIP,2024-07-24,665.15,2.0,0.3,129907.0,0
ELGIEQUIP,2025-07-18,551.4,2.2,0.4,2530072.0,1
EMAMILTD,2016-07-26,478.3,3.5,0.73,580468.0,0
EMAMILTD,2017-03-14,424.76,0.88,0.21,334602.0,0
EMAMILTD,2017-07-26,471.57,2.62,0.56,733830.0,0
EMAMILTD,2018-06-21,460.2,7.0,1.52,238293.0,0
EMAMILTD,2019-07-31,279.58,4.0,1.43,235594.0,0
EMAMILTD,2019-11-14,285.83,2.0,0.7,99153.0,13
EMAMILTD,2020-03-26,137.38,2.0,1.46,1996435.0,0
EMAMILTD,2020-11-12,339.84,4.0,1.18,622140.0,0
EMAMILTD,2021-02-04,440.71,4.0,0.91,1334573.0,0
EMAMILTD,2021-11-08,517.68,4.0,0.77,485903.0,1
EMAMILTD,2022-02-10,457.1,4.0,0.88,156420.0,0
EMAMILTD,2022-11-18,404.24,4.0,0.99,131804.0,2
EMAMILTD,2023-02-13,383.77,4.0,1.04,263353.0,84
EMAMILTD,2023-11-15,482.53,4.0,0.83,308463.0,10
EMAMILTD,2024-02-16,439.67,4.0,0.91,387468.0,0
EMAMILTD,2024-11-18,618.28,4.0,0.65,591079.0,1
EMAMILTD,2025-02-04,594.52,4.0,0.67,468353.0,46
EMAMILTD,2025-05-22,591.98,4.0,0.68,616687.0,0
EMAMILTD,2025-11-14,512.07,4.0,0.78,395051.0,0
EMAMILTD,2026-02-10,500.85,6.0,1.2,1008046.0,1
EMCURE,2025-08-14,1450.8,3.0,0.21,241990.0,0
ENDURANCE,2017-07-20,848.58,2.5,0.29,112727.0,0
ENDURANCE,2018-08-28,1493.01,4.0,0.27,56869.0,4
ENDURANCE,2019-07-30,870.56,5.5,0.63,62161.0,1
ENDURANCE,2020-03-11,942.64,5.5,0.58,26993.0,102
ENDURANCE,2021-08-12,1673.89,6.0,0.36,187173.0,0
ENDURANCE,2022-08-11,1410.95,6.25,0.44,280386.0,1
ENDURANCE,2023-08-11,1680.68,7.0,0.42,164738.0,57
ENDURANCE,2024-08-09,2568.59,8.5,0.33,27592.0,8
ENDURANCE,2025-08-01,2541.7,10.0,0.39,24753.0,1
ENGINERSIN,2016-09-07,98.97,1.0,1.01,3886720.0,0
ENGINERSIN,2017-03-23,110.21,2.5,2.27,3180754.0,0
ENGINERSIN,2017-09-11,120.45,0.5,0.42,1153078.0,31
ENGINERSIN,2018-03-19,121.09,2.5,2.06,2071149.0,0
ENGINERSIN,2018-09-11,96.64,1.5,1.55,1233461.0,1
ENGINERSIN,2019-02-15,87.59,3.25,3.71,6319709.0,10
ENGINERSIN,2019-09-18,87.03,0.75,0.86,1065337.0,0
ENGINERSIN,2020-02-14,71.77,3.6,5.02,1964967.0,259
ENGINERSIN,2020-09-11,54.27,1.55,2.86,2582604.0,0
ENGINERSIN,2021-03-18,66.82,1.4,2.1,2667737.0,0
ENGINERSIN,2021-09-06,62.97,0.6,0.95,3204613.0,0
ENGINERSIN,2022-02-16,59.53,2.0,3.36,994943.0,0
ENGINERSIN,2022-09-02,61.85,1.0,1.62,579840.0,0
ENGINERSIN,2023-02-13,74.87,2.0,2.67,1506438.0,18
ENGINERSIN,2023-08-25,152.97,1.0,0.65,3513203.0,6
ENGINERSIN,2024-02-12,215.77,2.0,0.93,12678153.0,5
ENGINERSIN,2024-08-21,210.77,1.0,0.47,3651199.0,0
ENGINERSIN,2025-02-14,159.39,2.0,1.25,2357236.0,3
ENGINERSIN,2025-08-29,195.83,2.0,1.02,2420666.0,0
ENGINERSIN,2025-12-04,195.95,1.0,0.51,1822430.0,0
ENGINERSIN,2026-03-06,203.36,1.5,0.74,3287405.0,0
ERIS,2020-03-19,372.55,2.87,0.77,46484.0,12
ERIS,2020-08-13,541.8,5.5,1.02,165569.0,88
ERIS,2021-08-05,738.33,6.01,0.81,64844.0,19
ERIS,2022-08-11,685.06,7.35,1.07,9489.0,1
ERIS,2025-02-13,1294.6,7.35,0.57,67326.0,22
ESCORTS,2016-09-08,321.88,1.2,0.37,1188552.0,0
ESCORTS,2017-09-07,623.32,1.5,0.24,984817.0,0
ESCORTS,2018-08-23,862.95,2.0,0.23,758831.0,364
ESCORTS,2019-07-11,516.93,2.5,0.48,1717974.0,0
ESCORTS,2020-08-13,1079.74,2.5,0.23,1412424.0,0
ESCORTS,2021-07-15,1155.73,7.5,0.65,467065.0,0
ESCORTS,2022-06-30,1421.26,7.0,0.49,917580.0,1
ESCORTS,2023-06-30,2149.0,7.0,0.33,657339.0,0
ESCORTS,2024-07-05,4032.15,18.0,0.45,193469.0,0
ESCORTS,2025-02-14,2981.2,10.0,0.34,76926.0,3
ESCORTS,2025-07-04,3331.3,18.0,0.54,32907.0,2
ESCORTS,2026-02-16,3568.6,18.0,0.5,85081.0,7
EXIDEIND,2016-07-11,156.89,0.8,0.51,640598.0,0
EXIDEIND,2016-11-03,179.65,1.6,0.89,1454647.0,57
EXIDEIND,2017-07-19,202.64,0.8,0.39,1929559.0,9
EXIDEIND,2017-11-03,191.93,1.6,0.83,1914983.0,17
EXIDEIND,2018-07-25,250.54,0.8,0.32,3676285.0,0
EXIDEIND,2018-11-15,233.67,1.6,0.68,1026523.0,4
EXIDEIND,2019-07-25,171.94,0.8,0.47,1861099.0,1
EXIDEIND,2019-11-18,178.66,1.6,0.9,1502657.0,0
EXIDEIND,2020-03-04,153.18,2.5,1.63,5336003.0,0
EXIDEIND,2021-02-04,196.76,2.0,1.02,8192955.0,0
EXIDEIND,2022-02-07,166.3,2.0,1.2,3368057.0,142
EXIDEIND,2023-08-01,245.4,2.0,0.82,15140281.0,0
EXIDEIND,2024-07-22,535.69,2.0,0.37,2759045.0,0
EXIDEIND,2025-07-18,381.55,2.0,0.52,1845205.0,0
FEDERALBNK,2016-07-29,59.3,0.7,1.18,4607290.0,0
FEDERALBNK,2017-07-03,104.41,0.9,0.86,4675335.0,0
FEDERALBNK,2018-08-02,81.7,1.0,1.22,5153045.0,0
FEDERALBNK,2019-07-17,101.13,1.4,1.38,26404194.0,745
FEDERALBNK,2021-07-01,83.26,0.7,0.84,8653163.0,2
FEDERALBNK,2022-07-19,99.25,1.8,1.81,40561228.0,0
FEDERALBNK,2023-08-11,131.62,1.0,0.76,10427685.0,0
FEDERALBNK,2024-08-23,200.9,1.2,0.6,9308243.0,47
FEDERALBNK,2025-08-22,198.23,1.2,0.61,2466153.0,17
FACT,2023-09-22,523.62,1.0,0.19,1811504.0,0
FACT,2024-09-20,974.25,0.97,0.1,239399.0,0
FACT,2025-09-19,988.56,0.39,0.04,177896.0,0
FINCABLES,2016-08-26,388.4,2.5,0.64,141130.0,0
FINCABLES,2017-09-14,494.33,3.0,0.61,66651.0,0
FINCABLES,2018-09-12,500.81,4.0,0.8,31761.0,1
FINCABLES,2019-09-05,337.95,4.5,1.33,17375.0,0
FINCABLES,2020-09-17,270.64,5.5,2.03,102568.0,0
FINCABLES,2021-09-16,504.92,5.5,1.09,303176.0,40
FINCABLES,2022-09-15,465.83,6.0,1.29,152490.0,0
FINCABLES,2023-09-22,1071.66,7.0,0.65,199447.0,1
FINCABLES,2024-09-17,1385.39,8.0,0.58,104600.0,0
FINCABLES,2025-09-04,848.85,8.0,0.94,101403.0,7
FINPIPE,2016-07-28,79.7,2.0,2.51,381425.0,0
FINPIPE,2017-07-27,105.6,2.3,2.18,249360.0,1
FINPIPE,2018-09-19,99.66,2.0,2.01,77955.0,243
FINPIPE,2019-09-12,91.19,2.0,2.19,90360.0,0
FINPIPE,2020-03-09,99.92,2.0,2.0,371825.0,0
FINPIPE,2021-09-14,167.64,4.0,2.39,1628931.0,0
FINPIPE,2022-08-22,137.44,4.0,2.91,3075026.0,1
FINPIPE,2023-08-21,202.53,1.5,0.74,366097.0,1
FINPIPE,2024-09-11,304.05,2.5,0.82,498502.0,0
FINPIPE,2025-09-04,214.45,3.6,1.68,456948.0,0
FSL,2018-07-26,57.47,1.5,2.61,1778447.0,1
FSL,2019-07-25,39.56,2.0,5.06,1476683.0,0
FSL,2020-02-27,37.62,2.5,6.65,1117138.0,89
FSL,2021-02-17,85.0,3.0,3.53,2781914.0,1
FSL,2022-02-17,121.3,3.5,2.89,5215534.0,0
FSL,2023-02-17,111.51,3.5,3.14,2608897.0,0
FSL,2024-02-16,190.82,3.5,1.83,2429371.0,0
