Symbol,Ex_Date,Pre_Drop_Price,Dividend_Amount,Yield_Percent,Volume_On_ExDate,TARGET_Recovery_Days
FSL,2025-02-21,352.95,4.0,1.13,1882302.0,0
FIVESTAR,2025-08-14,577.05,2.0,0.35,524947.0,0
FORCEMOT,2019-09-12,1196.35,10.0,0.84,32636.0,82
FORCEMOT,2020-09-21,1133.88,10.0,0.88,47334.0,43
FORCEMOT,2021-09-20,1459.69,5.0,0.34,105923.0,3
FORCEMOT,2022-09-20,1361.87,10.0,0.73,149039.0,0
FORCEMOT,2023-09-21,3676.07,10.0,0.27,16772.0,1
FORCEMOT,2024-08-28,8341.73,20.0,0.24,18933.0,142
FORCEMOT,2025-09-10,18118.0,40.0,0.22,116634.0,0
FORTIS,2023-07-20,326.99,1.0,0.31,5926738.0,0
FORTIS,2024-07-24,485.63,1.0,0.21,615195.0,1
FORTIS,2025-07-25,845.55,1.0,0.12,1914241.0,0
GAIL,2016-09-08,50.65,0.56,1.11,21570895.0,1
GAIL,2017-02-02,62.51,1.59,2.55,16115085.0,0
GAIL,2017-08-31,66.65,0.68,1.01,17266239.0,1
GAIL,2018-01-18,84.67,1.91,2.26,13938392.0,4
GAIL,2018-08-30,87.72,0.48,0.55,32031255.0,0
GAIL,2019-02-12,78.7,2.08,2.65,8510922.0,0
GAIL,2019-08-08,59.46,0.59,0.99,8556184.0,0
GAIL,2020-02-17,60.32,4.27,7.07,29110591.0,0
GAIL,2021-01-27,69.04,1.67,2.41,34566082.0,5
GAIL,2021-03-22,73.3,1.67,2.27,25674943.0,0
GAIL,2021-12-30,71.28,2.67,3.74,17955094.0,1
GAIL,2022-03-21,84.09,3.33,3.96,28588611.0,3
GAIL,2022-08-01,84.27,0.67,0.79,10328928.0,0
GAIL,2023-03-21,95.32,4.0,4.2,26605735.0,11
GAIL,2024-02-06,163.61,5.5,3.36,33761541.0,0
GAIL,2025-02-07,165.76,6.5,3.92,12418542.0,28
GAIL,2025-08-04,168.15,1.0,0.59,9781181.0,0
GAIL,2026-02-05,160.41,5.0,3.12,13323350.0,1
GVT&D,2016-07-18,350.85,1.8,0.51,21328.0,0
GVT&D,2017-07-17,321.52,1.8,0.56,24691.0,0
GVT&D,2018-07-17,293.75,1.8,0.61,20636.0,111
GVT&D,2019-07-16,223.87,1.8,0.8,10630.0,950
GVT&D,2024-08-28,1674.83,2.0,0.12,172286.0,0
GVT&D,2025-08-22,2729.0,5.0,0.18,365128.0,0
GRSE,2019-03-27,80.97,1.85,2.28,21785.0,1
GRSE,2019-09-12,118.18,5.1,4.32,143206.0,0
GRSE,2020-03-26,110.1,5.74,5.21,129580.0,0
GRSE,2020-09-03,185.57,1.4,0.75,107175.0,0
GRSE,2021-02-17,181.68,3.85,2.12,494234.0,0
GRSE,2021-09-02,178.03,1.15,0.65,171000.0,0
GRSE,2022-02-22,207.83,4.95,2.38,237947.0,1
GRSE,2022-09-16,327.3,0.85,0.26,2889589.0,0
GRSE,2023-02-20,430.43,5.5,1.28,197037.0,0
GRSE,2023-09-15,773.86,0.7,0.09,5059649.0,0
GRSE,2024-02-23,795.89,7.92,1.0,376052.0,0
GRSE,2024-09-13,1726.86,1.44,0.08,607275.0,0
GRSE,2025-02-07,1504.28,8.95,0.59,452495.0,26
GRSE,2025-09-12,2339.77,4.9,0.21,4291340.0,0
GRSE,2025-11-11,2669.34,5.75,0.22,3367115.0,0
GICRE,2018-07-12,322.43,13.5,4.19,111881.0,0
GICRE,2019-07-19,197.28,6.75,3.42,181976.0,0
GICRE,2022-06-07,109.44,2.25,2.06,867454.0,0
GICRE,2023-09-08,211.11,7.2,3.41,734012.0,0
GICRE,2024-09-11,376.12,10.0,2.66,999957.0,1
GICRE,2025-09-04,362.5,10.0,2.76,1713588.0,0
GILLETTE,2016-11-22,3670.6,20.0,0.54,2769.0,0
GILLETTE,2017-05-17,4226.01,154.0,3.64,18103.0,0
GILLETTE,2017-11-06,5326.28,10.0,0.19,1795.0,9
GILLETTE,2018-11-20,5770.13,23.0,0.4,1060.0,0
GILLETTE,2019-02-15,5758.05,19.0,0.33,6761.0,0
GILLETTE,2019-11-18,6352.15,25.0,0.39,6058.0,1
GILLETTE,2020-11-17,5054.98,49.0,0.97,27871.0,0
GILLETTE,2021-02-11,5154.58,33.0,0.64,4536.0,0
GILLETTE,2021-05-12,5062.9,50.0,0.99,5013.0,0
GILLETTE,2021-11-15,5235.89,36.0,0.69,4083.0,0
GILLETTE,2022-02-09,4721.16,33.0,0.7,3465.0,0
GILLETTE,2022-11-10,4831.74,36.0,0.75,3475.0,0
GILLETTE,2023-02-09,4604.73,35.0,0.76,1270.0,0
GILLETTE,2023-11-21,6026.6,50.0,0.83,11285.0,0
GILLETTE,2024-02-08,6554.03,85.0,1.3,18852.0,0
GILLETTE,2024-11-26,10051.87,45.0,0.45,76725.0,138
GILLETTE,2025-02-18,7203.45,65.0,0.9,1300296.0,0
GILLETTE,2025-08-26,10073.87,47.0,0.47,17135.0,6
GILLETTE,2026-02-04,8670.5,180.0,2.08,26833.0,0
GLAND,2024-08-16,1920.36,20.0,1.04,348490.0,0
GLAND,2025-08-14,1932.2,18.0,0.93,208200.0,0
GLAXO,2016-07-15,1422.64,25.0,1.76,7826.0,528
GLAXO,2017-07-14,1060.02,15.0,1.42,20222.0,0
GLAXO,2018-07-13,1179.6,17.5,1.48,17866.0,0
GLAXO,2019-07-11,978.6,20.0,2.04,28947.0,1
GLAXO,2020-07-17,1322.19,40.0,3.03,28140.0,0
GLAXO,2021-07-19,1382.91,30.0,2.17,218580.0,0
GLAXO,2022-07-07,1382.95,90.0,6.51,98704.0,0
GLAXO,2023-06-30,1365.06,32.0,2.34,43596.0,0
GLAXO,2024-05-31,2517.78,32.0,1.27,395141.0,0
GLAXO,2024-11-07,2583.91,12.0,0.46,55699.0,75
GLAXO,2025-05-30,3221.4,42.0,1.3,292575.0,0
GLENMARK,2016-08-03,812.93,2.0,0.25,601880.0,2
GLENMARK,2017-09-20,594.16,2.0,0.34,727106.0,1
GLENMARK,2018-09-19,659.91,2.0,0.3,642324.0,58
GLENMARK,2019-09-19,352.65,2.0,0.57,862346.0,38
GLENMARK,2020-09-17,488.44,2.5,0.51,1865371.0,1
GLENMARK,2021-09-08,521.05,2.5,0.48,1410873.0,3
GLENMARK,2022-09-12,383.83,2.5,0.65,808559.0,0
GLENMARK,2023-09-18,850.69,2.5,0.29,1094585.0,1
GLENMARK,2024-09-13,1741.18,2.5,0.14,696374.0,0
GLENMARK,2025-09-15,2127.28,2.5,0.12,546804.0,114
GLENMARK,2025-10-03,1956.7,2.5,0.13,419687.0,0
MEDANTA,2025-08-22,1389.1,0.5,0.04,243683.0,1
GPIL,2021-02-04,131.18,0.25,0.19,1226272.0,13
GPIL,2021-08-03,404.35,0.93,0.23,473476.0,167
GPIL,2022-08-25,298.23,1.7,0.57,242118.0,13
GPIL,2023-08-18,585.19,0.8,0.14,822770.0,0
GPIL,2024-08-16,191.14,1.25,0.65,2331215.0,0
GPIL,2025-08-14,203.29,1.0,0.49,1415750.0,2
GODFRYPHLP,2016-09-16,393.22,2.67,0.68,706353.0,18
GODFRYPHLP,2017-09-07,302.23,2.67,0.88,393135.0,0
GODFRYPHLP,2018-09-17,288.72,2.67,0.92,556602.0,80
GODFRYPHLP,2019-09-13,295.28,3.33,1.13,453279.0,0
GODFRYPHLP,2020-03-17,309.01,8.0,2.59,213090.0,22
GODFRYPHLP,2021-07-28,325.09,8.0,2.46,145401.0,0
GODFRYPHLP,2022-08-11,376.57,9.33,2.48,68307.0,0
GODFRYPHLP,2023-08-11,688.23,14.67,2.13,194982.0,0
GODFRYPHLP,2024-08-23,1826.88,18.67,1.02,317256.0,1
GODFRYPHLP,2024-11-29,1925.22,11.67,0.61,126723.0,8
GODFRYPHLP,2025-11-10,3014.0,17.0,0.56,244944.0,1
GODREJAGRO,2018-07-23,536.74,4.5,0.84,87706.0,0
GODREJAGRO,2019-07-25,425.41,4.5,1.06,32443.0,29
GODREJAGRO,2020-07-22,412.26,5.5,1.33,360604.0,0
GODREJAGRO,2021-08-04,663.01,8.0,1.21,1255005.0,0
GODREJAGRO,2022-07-22,481.27,9.5,1.97,139377.0,1
GODREJAGRO,2023-07-28,470.9,9.5,2.02,61820.0,0
GODREJAGRO,2024-07-26,826.52,10.0,1.21,216096.0,1
GODREJAGRO,2025-07-31,827.85,11.0,1.33,468498.0,0
GODREJCP,2016-05-10,413.81,0.92,0.22,1084818.0,0
GODREJCP,2016-08-05,487.5,0.33,0.07,417333.0,0
GODREJCP,2016-11-15,445.78,0.33,0.07,1724391.0,11
GODREJCP,2017-02-06,486.87,0.33,0.07,545691.0,0
GODREJCP,2017-05-16,593.26,4.0,0.67,1506399.0,25
GODREJCP,2017-08-07,595.66,0.67,0.11,618633.0,0
GODREJCP,2017-11-08,608.6,0.67,0.11,350103.0,14
GODREJCP,2018-02-06,645.44,0.67,0.1,1211173.0,9
GODREJCP,2018-05-15,672.33,4.67,0.69,722836.0,0
GODREJCP,2018-08-06,832.21,1.33,0.16,378816.0,7
GODREJCP,2018-11-13,651.47,4.0,0.61,1611367.0,1
GODREJCP,2019-02-05,661.73,2.0,0.3,1509185.0,1
GODREJCP,2019-05-10,608.01,2.0,0.33,1963889.0,0
GODREJCP,2019-08-08,603.96,2.0,0.33,1127122.0,0
GODREJCP,2019-11-14,696.06,2.0,0.29,478181.0,12
GODREJCP,2020-02-05,626.39,2.0,0.32,1410185.0,0
GODREJCP,2023-11-09,974.79,5.0,0.51,1182374.0,9
GODREJCP,2024-05-14,1291.0,10.0,0.77,985957.0,8
GODREJCP,2024-08-16,1332.6,5.0,0.38,539291.0,0
GODREJCP,2024-10-31,1268.17,5.0,0.39,858307.0,131
GODREJCP,2025-02-03,1166.97,5.0,0.43,1300237.0,43
GODREJCP,2025-05-13,1268.06,5.0,0.39,895398.0,2
GODREJCP,2025-08-13,1185.13,5.0,0.42,886544.0,0
GODREJCP,2025-11-07,1136.06,5.0,0.44,1985895.0,5
GODREJCP,2026-01-30,1150.3,5.0,0.43,1816812.0,0
GODREJIND,2016-03-15,325.31,1.75,0.54,169109.0,0
GODREJIND,2017-08-02,649.48,1.75,0.27,275981.0,1
GODREJIND,2018-08-02,641.27,1.75,0.27,409122.0,19
GODREJIND,2019-08-02,452.75,1.15,0.25,186806.0,3
GRANULES,2016-08-03,133.89,0.2,0.15,681620.0,3
GRANULES,2016-08-23,122.28,0.2,0.16,1141342.0,1
GRANULES,2016-11-03,111.09,0.2,0.18,975835.0,64
GRANULES,2017-02-07,121.5,0.25,0.21,1690180.0,1
GRANULES,2017-08-02,131.21,0.25,0.19,1073330.0,50
GRANULES,2017-08-23,121.53,0.25,0.21,744181.0,0
GRANULES,2017-09-20,126.02,0.25,0.2,1275585.0,15
GRANULES,2017-11-20,117.5,0.25,0.21,1653993.0,0
GRANULES,2018-02-20,110.63,0.25,0.23,1018683.0,0
GRANULES,2018-08-01,98.9,0.25,0.25,4466569.0,1
GRANULES,2018-08-29,110.33,0.25,0.23,2115102.0,2
GRANULES,2018-11-06,100.62,0.25,0.25,2548594.0,1
GRANULES,2019-02-07,82.89,0.25,0.3,661450.0,0
GRANULES,2019-08-08,90.96,0.25,0.27,1054285.0,0
GRANULES,2019-08-21,91.05,0.25,0.27,375145.0,4
GRANULES,2019-10-31,126.21,0.25,0.2,954336.0,13
GRANULES,2020-01-30,149.93,0.25,0.17,1591316.0,4
GRANULES,2020-07-28,288.2,0.25,0.09,4012265.0,4
GRANULES,2020-08-05,296.78,0.25,0.08,9125048.0,0
GRANULES,2020-10-28,377.56,0.25,0.07,729606.0,8
GRANULES,2021-02-08,330.86,0.25,0.08,1063934.0,2
GRANULES,2021-07-28,358.53,0.75,0.21,14882577.0,0
GRANULES,2021-08-05,381.04,0.25,0.07,4148815.0,571
GRANULES,2021-11-24,309.24,0.25,0.08,1300818.0,1
GRANULES,2022-02-17,304.3,0.25,0.08,394938.0,20
GRANULES,2022-07-19,304.55,0.75,0.25,1359316.0,0
GRANULES,2023-08-03,313.85,1.5,0.48,1812204.0,0
GRANULES,2024-07-30,561.63,1.5,0.27,4960705.0,0
GRANULES,2025-07-31,490.65,1.5,0.31,940607.0,19
GRAPHITE,2016-03-22,55.59,2.0,3.6,35705.0,0
GRAPHITE,2017-07-27,151.8,2.0,1.32,458660.0,1
GRAPHITE,2018-02-15,591.44,5.0,0.85,1257681.0,19
GRAPHITE,2018-07-26,783.88,12.0,1.53,465721.0,0
GRAPHITE,2018-11-15,804.31,20.0,2.49,374509.0,0
GRAPHITE,2019-06-20,330.53,35.0,10.59,1966414.0,58
GRAPHITE,2020-03-23,116.61,2.0,1.72,413142.0,7
GRAPHITE,2021-08-09,665.71,5.0,0.75,569554.0,1091
GRAPHITE,2022-07-25,380.96,10.0,2.62,287234.0,0
GRAPHITE,2023-07-20,392.18,8.5,2.17,540471.0,0
GRAPHITE,2024-07-19,533.51,11.0,2.06,677694.0,42
GRAPHITE,2025-07-17,576.15,11.0,1.91,968961.0,0
GRASIM,2016-09-07,685.17,4.48,0.65,828421.0,1
GRASIM,2017-09-08,1147.31,5.48,0.48,828807.0,0
GRASIM,2018-08-31,1021.19,6.18,0.6,1386435.0,12
GRASIM,2019-08-08,705.74,6.97,0.99,2507054.0,0
GRASIM,2020-08-26,650.51,3.98,0.61,2459758.0,1
GRASIM,2021-08-12,1459.24,8.96,0.61,508925.0,1
GRASIM,2022-08-11,1574.05,9.96,0.63,451982.0,1
GRASIM,2023-08-11,1799.6,9.96,0.55,749144.0,0
GRASIM,2024-08-06,2592.82,10.0,0.39,813893.0,0
GRASIM,2025-08-12,2748.9,10.0,0.36,553341.0,2
GRAVITA,2016-07-28,23.49,0.2,0.85,100216.0,1
GRAVITA,2017-08-01,79.73,0.6,0.75,820366.0,0
GRAVITA,2018-08-23,134.68,0.7,0.52,81063.0,0
GRAVITA,2019-09-11,38.23,0.3,0.78,215773.0,0
GRAVITA,2020-03-05,42.49,0.7,1.65,93702.0,0
GRAVITA,2021-02-08,73.71,1.1,1.49,258274.0,1
GRAVITA,2022-02-08,369.94,3.0,0.81,280246.0,0
GRAVITA,2023-09-04,772.35,4.35,0.56,172103.0,0
GRAVITA,2024-05-14,898.6,5.2,0.58,116081.0,0
GRAVITA,2025-05-08,1899.35,6.35,0.33,199191.0,4
GESHIP,2016-03-17,229.78,7.5,3.26,45043.0,7
GESHIP,2017-02-14,265.06,3.6,1.36,133800.0,1
GESHIP,2017-08-02,295.69,6.5,2.2,665550.0,0
GESHIP,2018-08-02,233.11,7.2,3.09,24322.0,0
GESHIP,2019-07-31,186.71,5.4,2.89,49993.0,0
GESHIP,2020-03-18,171.75,5.4,3.14,181564.0,21
GESHIP,2020-06-09,191.84,2.7,1.41,385945.0,1
GESHIP,2021-07-20,316.38,9.0,2.84,607048.0,40
GESHIP,2021-11-11,289.89,4.5,1.55,66106.0,81
GESHIP,2022-05-17,338.17,5.4,1.6,198404.0,0
GESHIP,2022-08-10,452.75,5.4,1.19,389790.0,0
GESHIP,2022-11-22,555.16,7.2,1.3,351405.0,0
GESHIP,2023-02-10,548.88,7.2,1.31,114383.0,0
GESHIP,2023-05-24,611.35,9.0,1.47,267383.0,0
GESHIP,2023-08-14,696.99,12.9,1.85,302916.0,1
GESHIP,2023-11-08,716.16,6.3,0.88,191199.0,3
GESHIP,2024-02-12,899.16,6.3,0.7,359771.0,9
GESHIP,2024-05-22,987.42,10.8,1.09,1085534.0,5
GESHIP,2024-08-13,1281.87,9.0,0.7,1419271.0,0
GESHIP,2024-11-19,1023.84,7.2,0.7,359004.0,0
GESHIP,2025-02-03,965.25,8.1,0.84,556864.0,80
GESHIP,2025-05-15,896.69,5.4,0.6,487835.0,1
GESHIP,2025-08-06,904.92,7.2,0.8,227414.0,0
GESHIP,2025-11-13,1143.35,7.2,0.63,343674.0,52
GESHIP,2026-02-04,1218.3,9.0,0.74,450643.0,0
FLUOROCHEM,2022-03-31,2821.52,2.0,0.07,64047.0,2
FLUOROCHEM,2022-09-21,3741.65,2.0,0.05,274542.0,5
FLUOROCHEM,2022-10-31,3889.81,2.0,0.05,71349.0,2
FLUOROCHEM,2023-09-22,3028.82,2.0,0.07,82339.0,2
FLUOROCHEM,2024-09-20,4161.86,3.0,0.07,294136.0,0
FLUOROCHEM,2025-09-22,3798.3,3.0,0.08,260623.0,0
GUJGASLTD,2016-09-21,116.36,0.5,0.43,84730.0,0
GUJGASLTD,2017-09-20,158.75,0.6,0.38,356360.0,8
GUJGASLTD,2018-09-18,136.21,0.8,0.59,71570.0,117
GUJGASLTD,2019-09-12,167.79,1.0,0.6,270464.0,0
GUJGASLTD,2020-09-09,275.69,1.25,0.45,473401.0,0
GUJGASLTD,2021-09-08,666.47,2.0,0.3,940085.0,85
GUJGASLTD,2022-08-19,472.01,2.0,0.42,1040521.0,0
GUJGASLTD,2023-09-11,447.89,6.65,1.48,1850728.0,0
GUJGASLTD,2025-09-04,436.53,5.82,1.33,201261.0,0
GMDCLTD,2016-09-21,69.12,3.0,4.34,935440.0,0
GMDCLTD,2017-09-20,117.27,3.0,2.56,233768.0,10
GMDCLTD,2018-09-19,89.58,3.5,3.91,208670.0,819
GMDCLTD,2019-09-20,56.02,2.0,3.57,521890.0,2
GMDCLTD,2020-12-22,41.74,2.0,4.79,1685475.0,0
GMDCLTD,2021-11-17,61.12,0.2,0.33,319488.0,5
GMDCLTD,2022-09-22,135.26,4.3,3.18,1116974.0,0
GMDCLTD,2023-09-22,260.01,11.45,4.4,3698092.0,2
GMDCLTD,2024-09-20,354.24,9.55,2.7,788852.0,0
GMDCLTD,2025-09-18,537.6,10.1,1.88,4536532.0,0
GSPL,2016-09-14,135.31,1.5,1.11,303036.0,1
GSPL,2017-09-20,185.03,1.5,0.81,2163827.0,0
GSPL,2018-09-19,164.68,1.75,1.06,289553.0,0
GSPL,2019-09-12,201.86,2.0,0.99,548218.0,0
GSPL,2020-09-09,184.94,2.0,1.08,453236.0,2
GSPL,2021-09-08,328.2,2.0,0.61,262431.0,0
GSPL,2022-09-01,229.53,2.0,0.87,813149.0,6
GSPL,2023-09-01,263.78,5.0,1.9,779511.0,0
GSPL,2025-09-10,297.95,5.0,1.68,473449.0,0
HEG,2018-02-15,480.96,6.0,1.25,2296925.0,17
HEG,2018-07-13,662.22,10.0,1.51,880760.0,2
HEG,2018-11-12,721.17,6.0,0.83,788535.0,0
HEG,2019-08-09,179.74,10.0,5.56,1359705.0,0
HEG,2020-02-17,186.74,5.0,2.68,1626335.0,2
HEG,2021-07-19,414.92,0.6,0.14,379340.0,3
HEG,2022-08-24,251.01,8.0,3.19,906255.0,0
HEG,2023-08-24,343.34,8.5,2.48,928580.0,0
HEG,2024-07-31,433.13,4.5,1.04,1470040.0,0
HEG,2025-08-13,505.2,1.8,0.36,365106.0,2
HBLENGINE,2025-09-12,850.11,1.0,0.12,995586.0,0
HCLTECH,2016-05-05,279.35,3.0,1.07,5077866.0,0
HCLTECH,2016-08-10,312.12,3.0,0.96,2305396.0,0
HCLTECH,2016-10-27,304.42,3.0,0.99,4050632.0,5
HCLTECH,2017-02-01,314.62,3.0,0.95,9033230.0,0
HCLTECH,2017-05-24,337.97,3.0,0.89,4033036.0,1
HCLTECH,2017-08-03,347.06,1.0,0.29,2544010.0,1
HCLTECH,2017-11-01,337.52,1.0,0.3,3257662.0,1
HCLTECH,2018-01-29,399.09,1.0,0.25,4013296.0,0
HCLTECH,2018-05-09,364.45,1.0,0.27,2757280.0,0
HCLTECH,2018-08-02,388.48,1.0,0.26,3200706.0,7
HCLTECH,2018-10-30,392.06,1.0,0.26,6121068.0,0
HCLTECH,2019-02-05,416.44,1.0,0.24,2368564.0,0
HCLTECH,2019-05-16,426.28,1.0,0.23,2226902.0,0
HCLTECH,2019-08-14,429.1,1.0,0.23,2803920.0,0
HCLTECH,2019-10-31,459.66,1.0,0.22,5848998.0,0
HCLTECH,2020-01-24,481.01,2.0,0.42,3551260.0,0
HCLTECH,2020-07-23,523.87,2.0,0.38,3172594.0,0
HCLTECH,2020-09-14,583.28,2.0,0.34,32312474.0,0
HCLTECH,2020-10-22,705.99,4.0,0.57,9607794.0,33
HCLTECH,2021-01-21,813.63,4.0,0.49,8857975.0,36
HCLTECH,2021-04-29,755.22,16.0,2.12,8588734.0,0
HCLTECH,2021-07-27,832.18,6.0,0.72,2883514.0,2
HCLTECH,2021-10-21,1031.87,10.0,0.97,5998795.0,43
HCLTECH,2022-01-20,1011.87,10.0,0.99,6172404.0,14
HCLTECH,2022-04-28,932.23,18.0,1.93,5202061.0,0
HCLTECH,2022-07-19,778.85,10.0,1.28,4636293.0,1
HCLTECH,2022-10-19,882.86,10.0,1.13,2517099.0,1
HCLTECH,2023-01-19,985.31,10.0,1.01,2298287.0,0
HCLTECH,2023-04-28,955.09,18.0,1.88,2629188.0,0
HCLTECH,2023-07-20,1060.1,10.0,0.94,1990001.0,16
HCLTECH,2023-10-20,1159.15,12.0,1.04,1625449.0,0
HCLTECH,2024-01-19,1447.43,12.0,0.83,2374099.0,0
HCLTECH,2024-05-07,1264.35,18.0,1.42,5096525.0,7
HCLTECH,2024-07-23,1487.18,12.0,0.81,2907674.0,0
HCLTECH,2024-10-22,1751.81,12.0,0.69,2089660.0,1
HCLTECH,2025-01-17,1714.18,18.0,1.05,2424374.0,0
HCLTECH,2025-04-28,1524.77,18.0,1.18,2618810.0,1
HCLTECH,2025-07-18,1508.84,12.0,0.8,3902458.0,0
HCLTECH,2025-10-17,1492.19,12.0,0.8,3210161.0,3
HCLTECH,2026-01-16,1656.5,12.0,0.72,3098089.0,0
HDFCAMC,2019-03-06,653.65,6.0,0.92,573582.0,0
HDFCAMC,2019-07-04,904.79,6.0,0.66,215444.0,0
HDFCAMC,2020-07-09,1150.59,14.0,1.22,886536.0,99
HDFCAMC,2021-06-29,1352.66,17.0,1.26,453606.0,0
HDFCAMC,2022-06-09,874.81,21.0,2.4,1141286.0,0
HDFCAMC,2023-06-09,938.25,24.0,2.56,929776.0,2
HDFCAMC,2024-06-18,1935.87,35.0,1.81,756348.0,0
HDFCAMC,2025-06-06,2397.9,45.0,1.88,4772156.0,0
HDFCBANK,2016-06-29,268.27,2.38,0.89,5420668.0,0
HDFCBANK,2017-06-29,386.25,2.75,0.71,9187708.0,0
HDFCBANK,2018-05-31,477.92,3.25,0.68,39639192.0,0
HDFCBANK,2019-06-20,570.2,3.75,0.66,11171492.0,0
HDFCBANK,2019-08-01,531.99,1.25,0.23,18241676.0,6
HDFCBANK,2021-06-29,714.34,3.25,0.45,10971692.0,0
HDFCBANK,2022-05-12,641.44,7.75,1.21,22382290.0,10
HDFCBANK,2023-05-16,806.34,9.5,1.18,32722086.0,30
HDFCBANK,2024-05-10,704.48,9.75,1.38,27276608.0,0
HDFCBANK,2025-06-27,997.42,11.0,1.1,28213384.0,0
HDFCBANK,2025-07-25,1004.6,2.5,0.25,9306598.0,2
HDFCLIFE,2017-12-15,375.49,1.36,0.36,1698848.0,9
HDFCLIFE,2019-03-14,359.02,1.63,0.45,5356136.0,0
HDFCLIFE,2021-06-30,676.15,2.02,0.3,3432606.0,0
HDFCLIFE,2022-05-31,601.49,1.7,0.28,5609885.0,2
HDFCLIFE,2023-06-16,572.71,1.9,0.33,11422524.0,0
HDFCLIFE,2024-06-21,586.48,2.0,0.34,7263396.0,2
HDFCLIFE,2025-06-20,759.75,2.1,0.28,5256299.0,0
HFCL,2018-09-19,21.91,0.06,0.27,6205169.0,0
HFCL,2019-09-19,18.91,0.1,0.53,1148620.0,1
HFCL,2021-09-22,73.48,0.15,0.2,1233981.0,8
HFCL,2022-09-22,74.77,0.18,0.24,5535993.0,0
HFCL,2023-09-22,73.4,0.2,0.27,6135937.0,3
HFCL,2025-09-08,69.74,0.1,0.14,19859380.0,0
HAPPSTMNDS,2021-06-29,917.53,3.0,0.33,1211253.0,0
HAPPSTMNDS,2021-11-09,1289.38,1.75,0.14,129786.0,0
HAPPSTMNDS,2022-06-23,822.07,2.0,0.24,235252.0,0
HAPPSTMNDS,2022-11-02,951.83,2.0,0.21,399345.0,0
HAPPSTMNDS,2023-07-07,961.44,3.4,0.35,344214.0,2
HAPPSTMNDS,2023-10-30,814.71,2.5,0.31,129688.0,6
HAPPSTMNDS,2024-06-14,878.5,3.25,0.37,475204.0,4
HAPPSTMNDS,2024-11-27,716.69,2.5,0.35,818891.0,0
HAPPSTMNDS,2025-11-04,509.35,2.75,0.54,223366.0,21
HAVELLS,2016-06-29,333.61,3.0,0.9,671963.0,0
HAVELLS,2017-06-21,455.77,3.5,0.77,721213.0,0
HAVELLS,2018-07-04,515.04,4.0,0.78,602897.0,0
HAVELLS,2019-07-18,696.77,4.5,0.65,1120030.0,42
HAVELLS,2020-03-16,576.84,4.0,0.69,1397941.0,75
HAVELLS,2021-01-28,1079.26,3.0,0.28,14679636.0,0
HAVELLS,2021-06-17,976.38,3.5,0.36,1334851.0,12
HAVELLS,2021-10-27,1250.82,3.0,0.24,937862.0,3
HAVELLS,2022-06-14,1065.56,4.5,0.42,1446380.0,0
HAVELLS,2023-01-25,1168.74,3.0,0.26,266216.0,4
HAVELLS,2023-06-02,1307.66,4.5,0.34,944335.0,0
HAVELLS,2024-02-01,1275.15,3.0,0.24,759546.0,0
HAVELLS,2024-05-31,1837.19,6.0,0.33,2634560.0,0
HAVELLS,2025-01-22,1561.75,4.0,0.26,820772.0,1
HAVELLS,2025-05-23,1555.64,6.0,0.39,701082.0,0
HAVELLS,2026-01-23,1307.8,4.0,0.31,783770.0,6
HEROMOTOCO,2016-03-21,2025.61,40.0,1.97,237654.0,0
HEROMOTOCO,2016-09-15,2605.64,32.0,1.23,203782.0,1
HEROMOTOCO,2017-03-16,2490.6,55.0,2.21,745130.0,0
HEROMOTOCO,2017-06-30,2766.18,30.0,1.08,205581.0,0
HEROMOTOCO,2018-02-15,2698.42,55.0,2.04,221710.0,8
HEROMOTOCO,2018-07-11,2730.77,40.0,1.46,377121.0,551
HEROMOTOCO,2019-02-11,2264.8,55.0,2.43,478111.0,0
HEROMOTOCO,2019-07-16,1999.12,32.0,1.6,632082.0,0
HEROMOTOCO,2020-02-17,1874.22,65.0,3.47,818134.0,65
HEROMOTOCO,2020-07-30,2273.76,25.0,1.1,1497969.0,9
HEROMOTOCO,2021-02-15,2901.62,70.0,2.41,809861.0,0
HEROMOTOCO,2021-07-22,2390.69,35.0,1.46,613062.0,0
HEROMOTOCO,2022-02-21,2365.15,60.0,2.54,522214.0,1
HEROMOTOCO,2022-07-27,2440.7,35.0,1.43,498259.0,0
HEROMOTOCO,2023-02-17,2256.22,65.0,2.88,705628.0,0
HEROMOTOCO,2023-07-27,2848.42,35.0,1.23,524436.0,0
HEROMOTOCO,2024-02-21,4270.15,100.0,2.34,1112050.0,8
HEROMOTOCO,2024-08-01,5135.81,40.0,0.78,868140.0,20
HEROMOTOCO,2025-02-12,3851.12,100.0,2.6,619474.0,0
HEROMOTOCO,2025-07-24,4216.51,65.0,1.54,584473.0,0
HEROMOTOCO,2026-02-11,5643.5,110.0,1.95,684908.0,0
HEXT,2025-04-15,621.04,5.75,0.93,3129024.0,0
HEXT,2025-10-10,712.85,5.75,0.81,892280.0,0
HSCL,2016-09-15,35.28,0.05,0.14,1526419.0,2
HSCL,2017-09-13,105.06,0.1,0.1,938101.0,2
HSCL,2018-08-23,130.42,0.1,0.08,512078.0,0
HSCL,2019-09-17,82.56,0.15,0.18,1139450.0,5
HSCL,2020-09-18,52.74,0.15,0.28,1566308.0,6
HSCL,2021-09-21,48.08,0.15,0.31,28870392.0,0
HSCL,2022-09-20,102.32,0.2,0.2,8615522.0,0
